id,delegation,salutation,name,title,affiliation
4066,Mozambique,Ms.,Ms. Marilia Telma Antonio,Manjate,"Ministry of Land, Environment and Rural Development"
4067,Mozambique,Sra.,Sra. Cristina Matusse,Deputy National Director,Ministério da Económia e Finanças
4068,Mozambique,Sr.,Sr. Nemane Momede,Abdurramane,"Ministério da Terra, Ámbiente e Desenvolvimento Rural"
4069,Mozambique,Mr.,Mr. Francisco Raul Nostado,National Director,National Institute of Meteorology
4070,Mozambique,Ms.,Ms. Marcia Alice Andre Nrepo,Matsinhe,"Ministry of Sea, Inland Waters and Fisheries"
4071,Mozambique,Ms.,Ms. Rosalia Marta Pedro,Chefe de Repartição de Género,"Ministério da Terra, Ámbiente e Desenvolvimento Rural"
4072,Mozambique,Sr.,Sr. Amilcar Frederico Pereira,Advisor of the Minister,"Ministry of Land, Environment and Rural Development"
4073,Mozambique,Sr.,Sr. Luis Tomas Sande,Head of Provincial Services,"Ministry of Land, Environment and Rural Development"
4074,Mozambique,Mr.,Mr. Claudio Andre Lemos De,Santana Afonso Borges,"Ministry of Land, Environment and Rural Development"
4075,Mozambique,Sr.,Sr. Zinérsio Ruben Sitoe,Project Mananger,Mananger Kulima
4076,Mozambique,Mr.,Mr. Salvo Cossine Feliciano,Tchamo,"Ministry of Land, Environment and Rural Development"
4077,Mozambique,Mr.,Mr. Gen Totani,Forest Advisor,"Ministry of Land, Environment and Rural Development"
4078,Mozambique,Mr.,Mr. Miguel Raul Tungadza,Head of Department,Ministry of Foreign Affairs and Cooperation
4079,Mozambique,Sr.,Sr. Delfim Julio Vilissa,Director,Ministry of Agriculture and Food Security
4080,Mozambique,Sra.,Sra. Amelia Odete Simao,Zandamela,Ministry of Foreign Affairs and Cooperation
4081,Mozambique,Mr.,Mr. Anselmo Jaime Zimba,Advisor for Decentralized,Ministry of Economy and Finance
4082,Myanmar,H.E. Mr.,H.E. Mr. Ohn Winn,Union Minister,Ministry of Natural Resources and Environmental Conservation
4083,Myanmar,Ms.,Ms. Yu Ya Aye,Staff Officer,Ministry of Natural Resources and Environmental Conservation
4084,Myanmar,Ms.,Ms. Tracy Lynn Bach,"Visiting Professor, Advisor, Co-",Washington University in St. Louis
4085,Myanmar,Ms.,Ms. Archer Harrison Christian,Advisor,Washington University
4086,Myanmar,Mr.,Mr. Hein Htet,Deputy Director General,Ministry of Electricity and Energy
4087,Myanmar,Ms.,Ms. Inkyin Khaine,Staff Officer,Ministry of Natural Resources and Environmental Conservation
4088,Myanmar,Mr.,Mr. Nyi Nyi Kyaw,Director General,Ministry of Natural Resources and Environmental Conservation
4089,Myanmar,Mr.,Mr. Kyaw Myo Linn,Assistant Director,Ministry of Natural Resources and Environmental Conservation
4090,Myanmar,Ms.,Ms. Su Su Lwin,Staff Officer,Ministry of Environmental Conservation and Forestry
4091,Myanmar,Mr.,Mr. Ugan Manandhar,Climate and Energy Advisor,World Wide Fund for Nature Myanmar
4092,Myanmar,Ms.,Ms. Thu Zar Myint,Director,"Ministry of Agriculture, Livestock and Irrigation"
4093,Myanmar,Ms.,Ms. Tha Zin Myint,Staff Officer,Ministry of Natural Resources and Environmental Conservation
4094,Myanmar,Mr.,Mr. Kyaw San Naing,Director,Ministry of Natural Resources and Environmental Conservation
4095,Myanmar,Mr.,Mr. Kyaw Moe Oo,Director General,Ministry of Transport and Communication
4096,Myanmar,Mr.,Mr. Thaung Naing Oo,Director,Ministry of Natural Resources and Environmental Conservation
4097,Myanmar,Mr.,Mr. Aung Phyoe Minn,Assistant Director,Ministry of Industry
4098,Myanmar,Mr.,Mr. Hla Maung Thein,Director General For,Ministry of Natural Resources and Environmental Conservation
4099,Myanmar,Ms.,Ms. Phyu Phyu Win,Director,"Ministry of Social Welfare, Relief and Resettlement"
4100,Myanmar,Mr.,Mr. San Win,Deputy Director,Ministry of Environmental Conservation and Forestry
4101,Myanmar,Mr.,Mr. Nanda Win Aung,Assistant Director,Ministry of Natural Resources and Environmental Conservation
4102,Namibia,H.E. Mr.,H.E. Mr. Penomwenyo Pohamba,Shifeta,Ministry of Environment and Tourism
4103,Namibia,Mr.,Mr. Petrus Muteyauli,Deputy Director,Ministry of Environment and Tourism
4104,Namibia,Mr.,Mr. Teofilus Mutangeni Nghitila,NA,NA
4105,Namibia,Mr.,Mr. Karl Mutani Aribeb,Director of Operations,Environmental Investment Fund
4106,Namibia,Mr.,Mr. Paulus Ashili,Senior Conservation Scientist,Ministry of Environment and Tourism
4107,Namibia,Ms.,Ms. Mutale Bianca Musonda,Chisela,NA
4108,Namibia,Mr.,Mr. Bryn Canniffe,Department of Environmental,Ministry of Environment and Tourism
4109,Namibia,Mr.,Mr. Reagan Sibanga Chunga,Project Coordinator,Ministry of Environment and Tourism
4110,Namibia,Ms.,Ms. Laurencia Himumuine,Personal Assistant to the,Ministry of Environment and Tourism
4111,Namibia,Mr.,Mr. Edison Nghishikushitya,Tangeniomwene Hiwanaame,NA
4112,Namibia,Ms.,Ms. Aina Maria Iteta,Environmental Investment Fund,Environmental Investment Fund
4113,Namibia,Mr.,Mr. More-Blessings Bendict,Libanda,NA
4114,Namibia,Ms.,Ms. Greater Mukumbira,NA,NA
4115,Namibia,Ms.,Ms. Mwalungama Amalia Nangolo,NA,NA
4116,Namibia,Ms.,Ms. Liina Nuusiku Nantinda,Coordinator,Namibian Environmental Education Network
4117,Namibia,Ms.,Ms. Jane Mukarugwiza Olwoch,NA,NA
4118,Namibia,Mr.,Mr. Alfeus Vatilifa Shekunyenge,Minnistry of Environment and Tourism,Minnistry of Environment and Tourism
4119,Namibia,Mr.,Mr. Deon Mandume Shekuza,Youth Activist,Youth Activist
4120,Namibia,Mr.,Mr. Sion Ndemuuda Shifa,NA,NA
4121,Namibia,Ms.,Ms. Tuwilika Victoria Shifidi,"Ministry of Agriculture, Water and Forestry","Ministry of Agriculture, Water and Forestry"
4122,Namibia,Ms.,Ms. Meriam Tjaimi,NA,NA
4123,Namibia,Mr.,Mr. Theofelus Uvanga,Development Bank of Namibia,Development Bank of Namibia
4124,Namibia,Ms.,Ms. Sarah Elizabeth Yates,NA,NA
4125,Nauru,H.E. Mr.,H.E. Mr. Lionel Rouwen,Aingimea,NA
4126,Nauru,H.E. Mr.,H.E. Mr. Rennier Stanislaus,Gadabu,Government of Nauru
4127,Nauru,H.E. Ms.,H.E. Ms. Chitra Jeremiah,Ambassador,Ambassador
4128,Nauru,H.E. Ms.,H.E. Ms. Marlene Moses,Permanent Representative,"Permanent Mission of the Republic of Nauru to the United Nations, New York"
4129,Nauru,Mr.,Mr. Kane Amandus,First Secretary,Government of Nauru
4130,Nauru,Mr.,Mr. Santee Garabwan,Aide-de-Camp,Aide-de-Camp
4131,Nauru,Mr.,Mr. Roy Harris,Secretary for NES,Government of Nauru
4132,Nauru,Mr.,Mr. Mark Jariabka,Advisor,NA
4133,Nauru,Ms.,Ms. Berilyn Jeremiah,Permanent Secretary,Government of Nauru
4134,Nauru,Mr.,Mr. Yu-Cheng Lai,NA,NA
4135,Nauru,Mr.,Mr. Kuang-Chung Liang,NA,NA
4136,Nauru,Mr.,Mr. Reagan Conrad Moses,Director for Climate Change,Commerce Industry and Environment
4137,Nauru,Mr.,Mr. Sasikumar Paravanoor,Secretary to Cabinet,Republic of Nauru
4138,Nauru,Ms.,Ms. Jennifer Park,Consultant,Government of Nauru
4139,Nauru,Mr.,Mr. Karmjit Sangha,Advisor,NA
4140,Nauru,Mr.,Mr. Bryan Te-Tangko Star,Director of Environment,Government of Nauru
4141,Nauru,Mr.,Mr. Brinson Thoma,Personal Assistant,Personal
4142,Nepal,H.E. Mr.,H.E. Mr. Shakti Bahadur Basnet,Minister,Ministry of Forests and Environment
4143,Nepal,Mr.,Mr. Mahweshwar Dhakal,Joint Secretary,Ministry of Forests and Environment
4144,Nepal,Mr.,Mr. Krishna Prasad Oli,National Planning Commission,National Planning Commission
4145,Nepal,Mr.,Mr. Ram Prasad Awasthi,Metrologist,Ministry of Forests and Environment
4146,Nepal,Mr.,Mr. Arun Prakash Bhatta,Under Secretary,Ministry of Forests and Environment
4147,Nepal,Ms.,Ms. Shreejana Bhusal,Section Officer,Ministry of Forests and Environment
4148,Nepal,Mr.,Mr. Rabin Kumar Gyalang,Assistant Soil Conservation,Ministry of Forests and Environment
4149,Nepal,Mr.,Mr. Kumar Raj Kharel,Joint Secretary,Ministry of Foreign Affairs
4150,Nepal,Mr.,Mr. Kailash Raj Pokharel,Under Secretary,Ministry of Finance
4151,Nepal,Mr.,Mr. Buddi Sagar Poudel,Joint Secretary,Ministry of Forests and Environment
4152,Nepal,Mr.,Mr. Harihar Kant Poudel,Section Officer,Embassy of Nepal to Spain
4153,Nepal,Mr.,Mr. Dawa Futi Sherpa,Ambassador,Embassy of Nepal to Spain
4154,Nepal,Ms.,Ms. Srijana Shrestha,Under Secretary,CCMD MoFE
4155,Netherlands,H.E. Mr.,H.E. Mr. Mark Rutte,Prime Minister,Prime Minister
4156,Netherlands,H.E. Mr.,H.E. Mr. Eric Wiebes,Minister of Economic Affairs and Climate Policy,Minister of Economic Affairs and Climate Policy
4157,Netherlands,H.E. Ms.,H.E. Ms. Sigrid Kaag,Minister for Foreign Trade and Development Cooperation,Minister for Foreign Trade and Development Cooperation
4158,Netherlands,H.E. Ms.,H.E. Ms. Cornelia van,Nieuwenhuizen,Minister of Infrastructure and Water Management
4159,Netherlands,Mr.,Mr. Bastiaan Hassing,Ministry of Economic Affairs and Climate Policy,Ministry of Economic Affairs and Climate Policy
4160,Netherlands,Mr.,Mr. Marcel Beukeboom,Special Climate Envoy,Special Climate Envoy
4161,Netherlands,H.E. Ms.,H.E. Ms. Susanne Camelia -,Römer,"Minister of Health, Environment and Nature of Curaçao"
4162,Netherlands,Ms.,Ms. Eva Simone Schreuder,Ministry of foreign affairs,Ministry of foreign affairs
4163,Netherlands,Ms.,Ms. Agnes Mulder,Member of Parliament,Parliament
4164,Netherlands,Mr.,Mr. Matthijs Sienot,Member of Parliament,Parliament
4165,Netherlands,Mr.,Mr. William Moorlag,Member of Parliament,Parliament
4166,Netherlands,Mr.,Mr. Thomas van der Lee,Member of Parliament,Parliament
4167,Netherlands,Mr.,Mr. Roald Lapperre,Director General for the,International
4168,Netherlands,Ms.,Ms. Kitty van der Heijden,Ministry of Foreign Affairs,Ministry of Foreign Affairs
4169,Netherlands,H.E. Mr.,H.E. Mr. Jan Versteeg,Ambassador of the Kingdom of the,Ambassador of the Kingdom of the Netherlands to Spain
4170,Netherlands,Mr.,Mr. Niels Redeker,Ministry of Economic Affairs and Climate Policy,Ministry of Economic Affairs and Climate Policy
4171,Netherlands,Mr.,Mr. Petrus Johannes Wilhelmus de,Wildt,Ministry of Infrastructure and Water Management
4172,Netherlands,Ms.,Ms. Kim Solberg,Ministry of Economic Affairs and Climate Policy,Ministry of Economic Affairs and Climate Policy
4173,Netherlands,Mr.,Mr. Rob van Dorland,Royal Netherlands Meteorological,Royal Netherlands Meteorological Office
4174,Netherlands,Ms.,Ms. Lenneke IJzendoorn,Ministry of Economic Affairs and Climate Policy,Ministry of Economic Affairs and Climate Policy
4175,Netherlands,Ms.,Ms. Laurien Eblé,Ministry for Economic Affairs and Climate Policy,Ministry for Economic Affairs and Climate Policy
4176,Netherlands,Mr.,Mr. Marcel Van Nijnatten,"Ministry of Agriculture, Nature","Ministry of Agriculture, Nature and Food Quality"
4177,Netherlands,Ms.,Ms. Alana Thelissen,Ministry of Infrastructure and Water Management,Ministry of Infrastructure and Water Management
4178,Netherlands,Ms.,Ms. Vera Olgers,Ministry of Economic Affairs and Climate Policy,Ministry of Economic Affairs and Climate Policy
4179,Netherlands,Mr.,Mr. Thomas Vergna,Ministry of Economic Affairs and Climate Policy,Ministry of Economic Affairs and Climate Policy
4180,Netherlands,Mr.,Mr. Hendrik Hubert Joseph Vreuls,Ministry of Economic Affairs and Climate Policy,Ministry of Economic Affairs and Climate Policy
4181,Netherlands,Ms.,Ms. Alya de Bie,Ministry of Economic Affairs and Climate Policy,Ministry of Economic Affairs and Climate Policy
4182,Netherlands,Ms.,Ms. Sanne Kruid,Ministry of Foreign Affairs,Ministry of Foreign Affairs
4183,Netherlands,Ms.,Ms. Eefke van de Wouw,Dutch UN Youth Representative,Dutch UN Youth Representative on Sustainable Development
4184,Netherlands,Ms.,Ms. Aoife Fleming,NA,NA
4185,Netherlands,Mr.,Mr. Benardus Maria Eduard,Geurts,Climate Change
4186,Netherlands,Mr.,Mr. Martijn Lucassen,NA,NA
4187,Netherlands,Mr.,Mr. Maarten Michon Bello,NA,NA
4188,Netherlands,Ms.,Ms. Simone Pasmans,Foreign Protocol Advisor,NA
4189,Netherlands,Mr.,Mr. Anne Poorta,NA,NA
4190,Netherlands,Mr.,Mr. Paul van der Zanden,NA,NA
4191,Netherlands,Ms.,Ms. Elisabeth van Overveld,NA,NA
4192,Netherlands,Mr.,Mr. Henricus Vrijsen,NA,NA
4193,New Zealand,H.E. Mr.,H.E. Mr. James Shaw,Minister,Government of New Zealand
4194,New Zealand,H.E. Mr.,H.E. Mr. Kelihiano Kalolo,Tokelau Minister for Climate,Tokelau Government
4195,New Zealand,Ms.,Ms. Kay Harrison,Climate Change Ambassador,Ministry of Foreign Affairs and Trade
4196,New Zealand,Ms.,Ms. Helen Plume,Principal Analyst,Ministry for the Environment
4197,New Zealand,Ms.,Ms. Jessica Anderson,Policy Analyst,Ministry for Primary Industries
4198,New Zealand,Ms.,Ms. Alysha Bagasra,Policy Officer,Ministry of Foreign Affairs and Trade
4199,New Zealand,Ms.,Ms. Tania Chin,Senior Legal Advisor,Ministry of Foreign Affairs and Trade
4200,New Zealand,Mr.,Mr. Todd Croad,Senior Policy Analyst,Ministry for the Environment
4201,New Zealand,Ms.,Ms. Paula Faiva,Climate Change Programme,Government of Tokelau
4202,New Zealand,Ms.,Ms. Nicolasa Fuller,Policy Officer,Ministry of Foreign Affairs and Trade
4203,New Zealand,Ms.,Ms. Lindy Fursman,Chief Adviser Climate Change,Ministry for the Environment
4204,New Zealand,Ms.,Ms. Christina Hood,Special Adviser on Article 6,New Zealand Government
4205,New Zealand,Ms.,Ms. Louise Hunt,Manager,Ministry of Primary Industries
4206,New Zealand,Mr.,Mr. Penehuro Lefale,Climate Change Adviser,Government of Tokelau
4207,New Zealand,Mr.,Mr. Ivan Luketina,Principal Advisor,Ministry for Primary Industries
4208,New Zealand,Mr.,Mr. Hayden Montgomery,Special Representative,Global Research Alliance on Agricultural Greenhouse Gases
4209,New Zealand,Ms.,Ms. Katie Roche,Policy Officer,Ministry of Foreign Affairs and Trade - NZ
4210,New Zealand,Mr.,Mr. Nathan Ross,Policy Officer,New Zealand Ministry of Foreign Affairs and Trade
4211,New Zealand,Mr.,Mr. Jonathan Rowe,Ministry of Foreign Affairs and Trade,New Zealand Government
4212,New Zealand,Ms.,Ms. Laurette Siemonek,Private Secretary,New Zealand Parliament
4213,Nicaragua,H.E. Mr.,H.E. Mr. Paul Hebert Oquist,"Minister, Private Secretary for National Policies",Presidency of the Republic of Nicaragua
4214,Nicaragua,S.E. Sr.,S.E. Sr. Carlos Antonio Mindence,Embajador,Ministerio de Relaciones Exteriores - Nicaragua
4215,Nicaragua,Mr.,Mr. Ivan Adolfo Acosta,Montalvàn,Ministerio de Hacienda y Crédito Público
4216,Nicaragua,Sr.,Sr. Javier Gutiérrez Ramírez,Viceministro,Ministerio del Medio Ambiente y Recursos Naturales
4217,Nicaragua,Mr.,Mr. Ramón Uriel Pérez Acuña,Director General de Crédito,Ministerio de Hacienda y Crédito Público
4218,Nicaragua,Sra.,Sra. Luz Elena Sequeira,Economista,Ministerio de Hacienda y Crédito Público
4219,Nicaragua,Sr.,Sr. Javier Eduardo Munguia,González,Ministerio de Relaciones Exteriores - Nicaragua
4220,Nicaragua,Mr.,Mr. Francisco José Mayorga,Balladares,Ministerio de Hacienda y Crédito Público
4221,Nicaragua,Mr.,Mr. Róger Eduardo Vega Rdríguez,Director General,Ministerio de Hacienda y Crédito Público
4222,Niger,H.E. Mr.,H.E. Mr. Garba Almoustapha,"Minister of Environment, Urban","Minister of Environment, Urban Sanitation and Sustainable Development"
4223,Niger,Mr.,Mr. Kamaye Maazou,Executive Secretary,Conseil National de l’Environnement pour un Développement Durable
4224,Niger,Mr.,Mr. Issifi Boureima,Conseiller Technique,Cabinet
4225,Niger,Mr.,Mr. Gousmane Moussa,Conseiller en Changements,Cabinet du Premier Ministre
4226,Niger,Mr.,Mr. Makadassou Alassane,Secrétaire Général Adjoint,Ministère en charge de l’Environnement
4227,Niger,M.,M. Ali Bety,Haut Commissaire,Présidence de la République
4228,Niger,M.,M. Mahamane Salissou Djariri,Directeur de Cabinet,Ministère de l’Environnement
4229,Niger,M.,M. Mamouda Maman Mourtala,Député,Assemblée Nationale
4230,Niger,H.E. Mr.,H.E. Mr. Maman Rabiou Maina,Député,Assemblée Nationale
4231,Niger,H.E. Mr.,H.E. Mr. Hassane Soumana,Député,Assemblée Nationale
4232,Niger,H.E. Ms.,H.E. Ms. Aminatou Habibou,Députée Nationale,Assemblée Nationale
4233,Niger,Mr.,Mr. Saadou Bakoye,Secrétaire Général,Ministère du Plan
4234,Niger,Mr.,Mr. Katiellou Gaptia Lawan,Directeur,Ministère des Transports
4235,Niger,Mr.,Mr. Sani Mahazou,Général de l’Environnement et du,"Ministère du Développement Durable, de l’Environnement, de la Salubrité Urbaine"
4236,Niger,M.,M. Aboubacar Souley,Conseiller Technique,Ministère de l’Environnement
4237,Niger,Mr.,Mr. Chaibou DanBakoye,Expert Suivi évaluation du PPCR,"Ministère du Plan, de l’ Aménagement du Territoire et du Développement Conservataire"
4238,Niger,Mme,Mme Ramata Abba Kiari Ep,Harouna,Ministère de l’environnement de la salubrité urbaine et du développement durable
4239,Niger,Mr.,Mr. Abdoulaye Maïzama,Directeur,Ministère en charge de l’Environnement
4240,Niger,Ms.,Ms. Hamsatou Issa,Advisor,Conseil National de l’Environnement pour un Développement Durable
4241,Niger,Mr.,Mr. Issa Idi,Conseiller/Advisor,Secrtariat Exécutif du CNEDD
4242,Niger,M.,M. Hassane Djibrilla Cissé,Directeur,Ministère de l’Environnement
4243,Niger,Mr.,Mr. Abdou Guéro,Conseiller Technique,Athorité du Bassin du Niger
4244,Niger,M.,M. Djibo Elhadji Seybou,Chef de Division,Présidence de la République
4245,Niger,Ms.,Ms. Aicha Mahamadou,Conseillère Technique,Présidence de la République
4246,Niger,Mr.,Mr. Loualy Mahamadou,Conseiller Technique,Conseil National de l’Environnement pour un Développement Durable
4247,Niger,Mr.,Mr. Issa Garba Tahirou,Coordinateur,Réseau de la Jeunesse Nigérienne sur le Changements Climatiques
4248,Niger,M.,M. Yacouba Seybou,Ingénieur des Eaux et Forêts,Ministère de l’Environnement
4249,Niger,M.,M. Ibro Adamou,Directeur Général Adjoint,Ministère en charge de l’Environnement
4250,Niger,Mr.,Mr. Hamadou Noufou,Directeur,Ministère de l’Environnement
4251,Niger,Mr.,Mr. Sani Ayouba Abdou,Directeur Exécutif,JVE-Niger
4252,Niger,Ms.,Ms. Zeinabou Ibrahim Hassane,Directrice,Minsitère en chanrge de l’Environnement
4253,Niger,Mr.,Mr. Kader Mohamed,Ingénieur des Eaux et Forêts,Ministère en charge de l’Environnement
4254,Niger,M.,M. Larwanou Mahamane,Expert,Ministère de l’environnement de la salubrité urbaine et du développement durable
4255,Niger,Mr.,Mr. Saidou Baraze Abdoul Razak,Agent,Bagri Niger
4256,Niger,Mr.,Mr. Traoré Abdou Ramani,Expert Suivi and Evaluation,Autorité du Bassin du Niger
4257,Niger,Mr.,Mr. Abdoulaye Kaya,Agent,Autorité du Bassin du Niger
4258,Niger,M.,M. Bireme Hamid Abderahim,Directeur,African Biodiversity Network
4259,Niger,Mr.,Mr. Ahmadou Gambo,Membre,CNCOD
4260,Niger,Ms.,Ms. Nadia Labhilil,Membre,Conservacao Internacional do Brasil
4261,Niger,Ms.,Ms. Fati Oumarou,Membre,JVE-Niger
4262,Niger,Ms.,Ms. Haoua Issoufou,Membre,Conservacao Internacional do Brasil
4263,Niger,Ms.,Ms. Aïcha Fatime Kamagaté,Assistante,Global Garden Organization
4264,Niger,Ms.,Ms. Zeinabou Chaibou,Agronome,Ministère de l’agriculture et de l’elevage
4265,Niger,Mr.,Mr. Stéphane Jacques Henri,Pouffary,Energies 2050
4266,Niger,Ms.,Ms. Djeneba Coulibaly,Coordonnatrice Developpement,Comité National de Coordination sur la Désertification
4267,Niger,M.,M. Saidou Abdou Hamidou,Membre,DEMI E Niger
4268,Niger,Mr.,Mr. Abdoul Karim Saley Moussa,Membre,Danish International Development Agency
4269,Niger,M.,M. Hadiza Garba Anaroua,Cadre Supérieur,Ministère de l’Agriculture
4270,Niger,Mr.,Mr. Oumarou Ousmane,Directeur,Ministère du Plan
4271,Nigeria,Mr.,Mr. Muhammad Mahmood,Abubakar,Federal Ministry of Environment
4272,Nigeria,Mr.,Mr. Chibuike Rotimi Amaechi,Minister,Federal Ministry of Transport
4273,Nigeria,Ms.,Ms. Sharon Olive Ikeazor,Minister,Federal Ministry of Environment
4274,Nigeria,Mr.,Mr. Emmanuel Osagie Ehanire,Minister,Federal Ministry of Health
4275,Nigeria,Mr.,Mr. Yerima Peter Tarfa,"Director, UNFCCC Focal Point",Federal Ministry of Environment
4276,Nigeria,Ms.,Ms. Halima Bawa-Bwari,Deputy Director,Federal Ministry of Environment
4277,Nigeria,Mr.,Mr. Bello Yankuzo Sani,Principal Scientific Officer,Federal Ministry of Environment
4278,Nigeria,Ms.,Ms. Saadatu Gambo Madaki,Senior Scientific Officer,Federal Ministry of Environment
4279,Nigeria,Ms.,Ms. Asmau Jibril,Assistant Chief Scientific Officer,Federal Ministry of Environment
4280,Nigeria,Mr.,Mr. Simon Bagudu Joshua,Director,NESREA
4281,Nigeria,Mr.,Mr. Aliyu Jauro,Director General,NESREA
4282,Nigeria,Mr.,Mr. Sanusi Abubakar,Office of the Honourable Minister,Federal Ministry of Environment
4283,Nigeria,Mr.,Mr. Hussaini Danladi,Federal Ministry of Environment,Federal Ministry of Environment
4284,Nigeria,Mr.,Mr. Abdulaziz Abdullahi,Permanent Secretary,Federal Ministry of Health
4285,Nigeria,Ms.,Ms. Evelyn Nkadi Ngige,Director,Federal Ministry of Health
4286,Nigeria,Ms.,Ms. Umo Mildred Ene-Obong,Director,Federal Ministry of Health
4287,Nigeria,Mr.,Mr. Lugard Bijimi Slaku,Deputy Director,National Emergency Management Agency
4288,Nigeria,Mr.,Mr. Akingbade Oladapo Akinniran,Assistant Chief Planning Officer,National Emergency Management Agency
4289,Nigeria,Mr.,Mr. Ishaku Huzi Mshelia,Legal Expert,Legal Expert
4290,Nigeria,Ms.,Ms. Chioma Felistas Amudi,Department of Climate Change,Federal Ministry of Environment
4291,Nigeria,Mr.,Mr. Ayodeji Oladayo Falemu,Senior Scientific Officer,Federal Ministry of Environment
4292,Nigeria,Mr.,Mr. Andrew Pindar,Senior Scientific Officer,Federal Ministry of Environment
4293,Nigeria,Ms.,Ms. Anthonia Akpabio Ekpa,Director,Federal Ministry of Transport
4294,Nigeria,Mr.,Mr. Moses Modey Ama,National Coordinator,Federal Ministry of Environment
4295,Nigeria,Mr.,Mr. Cyril Abang Bikom,Federal Ministry of Agriculture,Federal Ministry of Agriculture and Rural Development
4296,Nigeria,Mr.,Mr. Ibrahim Mohammed,Director,Federal Ministry of Agriculture and Rural Development
4297,Nigeria,Mr.,Mr. Emmanuel Olukayode Oladipo,Technical Advisor,Technical
4298,Nigeria,Mr.,Mr. Abubakar Sani Sambo,NA,NA
4299,Nigeria,Mr.,Mr. Ndubuisi Chukwugozie,Onyema,Nigerian Maritime Administration and Safety Agency
4300,Nigeria,Mr.,Mr. Nelson Okorokwu Orji,Legal Unit,Federal Ministry of Environment
4301,Nigeria,Ms.,Ms. Rukayya Mohammad,Department of Climate Change,Federal Ministry of Environment
4302,Nigeria,Mr.,Mr. Felicia Chinwe Mogo,"Head, Marine Environment",Nigerian Maritime Administration and Safety Agency
4303,Nigeria,Mr.,Mr. David Adejo Andrew,Director,Federal Ministry of Environment
4304,Nigeria,Mr.,Mr. Mailadi Yusuf Abba Misau,Director,Nigerian Meteorological Agency
4305,Nigeria,Mr.,Mr. Ifeanyichukwu Clinton,Ezekwe,Nigerian Meteorological Agency
4306,Nigeria,Ms.,Ms. Nyazi Henrietta Alhassan,Deputy Director,Federal Ministry of Environment
4307,Nigeria,Mr.,Mr. Salisu Mohammed Dahiru,National Coordinator,Federal Ministry of Environment
4308,Nigeria,Mr.,Mr. Musa Yauri Aliyu,Deputy Director,Federal Ministry of Environment
4309,Nigeria,Ms.,Ms. Adesola Aribike Olatunde,Department of Climate Change,Federal Ministry of Environment
4310,Nigeria,Mr.,Mr. Isiaka Tolani Ishola,Principal Scientific Officer,Federal Ministry of Environment
4311,Nigeria,Mr.,Mr. Buhari Inuwa Adamu,Second Secretary,Ministry of Foreign Affairs
4312,Nigeria,Mr.,Mr. Saidu Mohammed Dodo,Director,Ministry of Foreign Affairs
4313,Nigeria,Mr.,Mr. Oluremi Olutayo Oliyide,Director,Ministry of Foreign Affairs
4314,Nigeria,Ms.,Ms. Susan Aderonke Folarin,Nigeria Embassy in Spain,Nigeria Embassy in Spain
4315,Nigeria,Mr.,Mr. Amos Mallam Shamaki,Nigeria Embassy in Spain,Nigeria Embassy in Spain
4316,Nigeria,Mr.,Mr. Adeshola Adepoju,Director General,Federal Ministry of Environment
4317,Nigeria,Mr.,Mr. Marvin Barinemnwin Dekil,HYPREP,Federal Ministry of Environment
4318,Nigeria,Mr.,Mr. Ibrahim Garba Husaini,Commissioner,"Ministry of Environment and Natural Resources, Kaduna State"
4319,Nigeria,Mr.,Mr. Saghir Aliyu El-Mohammed,Director,Federal Ministry of Environment
4320,Nigeria,Mr.,Mr. Ahmad Muhammad,Climate Change,Federal Ministry of Environment
4321,Nigeria,Ms.,Ms. Ann Ogechi Umar,Principal Planning Officer,Federal Ministry of Environment
4322,Nigeria,Mr.,Mr. Peter Chidebe Ekweozoh,Director,Federal Ministry of Science and Technology
4323,Nigeria,Mr.,Mr. Bem Samuel Ayangeaor,Federal Ministry of Power,Federal Ministry of Power
4324,Niue,H.E. Mr.,H.E. Mr. Dalton E.M. Tagelagi,Minister,Niue Government
4325,Niue,Ms.,Ms. Charlotte Naumi Pihigia,Environment Climate Change,Niue Government
4326,Niue,Ms.,Ms. Delaine Tagaloa Louise,Cooper,Secretariat of the Pacific Regional Environment Programme
4327,Niue,Ms.,Ms. Peleligi Salatielu,Project Development Coordinator,Government
4328,Niue,Ms.,Ms. Clemencia Talotose,Matahefonua Sioneholo,Ministry of Natural Resources
4329,Niue,Mr.,Mr. Haden Tupou Talagi,Director,Government of Niue
4330,North Macedonia,Mr.,Mr. Naser Nuredini,Minister,Ministry of Environment and Physical Planning
4331,North Macedonia,H.E. Mr.,H.E. Mr. Oliver Krliu,Ambassador,Ministry of Foreign Affairs
4332,North Macedonia,Ms.,Ms. Sandra Andovska,Advisor,Government of the Republic of North Macedonia
4333,North Macedonia,Ms.,Ms. Frosina Antonovska,Junior Associate,Ministry of Environment and Physical Planning
4334,North Macedonia,Ms.,Ms. Marija Fidanova,Second Secretary,Ministry of Foreign Affairs
4335,North Macedonia,Mr.,Mr. Daniel Josifovski,Advisor of Economic Affairs and Coordination of Economic,Government of the Republic of North Macedonia
4336,North Macedonia,Ms.,Ms. Teodora Obradovikj,Grncharovska,Ministry of Environment and Physical Planning
4337,Norway,H.E. Ms.,H.E. Ms. Erna Solberg,Prime Minister,Office of the Prime Minister
4338,Norway,H.E. Mr.,H.E. Mr. Ola Elvestuen,Minister,Ministry of Climate and Environment
