id,delegation,salutation,name,title,affiliation
4339,Norway,Mr.,Mr. Henrik Hallgrim Eriksen,Chief Negotiator,Ministry of Climate and Environment
4340,Norway,Mr.,Mr. Vidar Helgesen,Special Delegate for the,Ministry of Foreign Affairs
4341,Norway,Mr.,Mr. Georg Børsting,Policy Director,Ministry of Foreign Affairs
4342,Norway,Ms.,Ms. Marianne Karlsen,Senior Adviser,Ministry of Climate and Environment
4343,Norway,Mr.,Mr. Sveinung Rotevatn,State Secretary,Ministry of Climate and Environment
4344,Norway,Mr.,Mr. Stian Rein Andresen,Senior Advisor,Norwegian Ministry of Climate and Environment
4345,Norway,Mr.,Mr. Lars Røyne Bakke,Bodyguard for the Prime Minister,Norwegian Police Security Service
4346,Norway,Mr.,Mr. Oeyvind Christophersen,Senior Adviser,Norwegian Environment Agency
4347,Norway,Mr.,Mr. Peder Weidemann Egseth,Political Adviser,Office of the Prime Minister
4348,Norway,Mr.,Mr. Leif John Fosse,Senior Adviser,Ministry of Climate and Environment
4349,Norway,Ms.,Ms. Kristina Fröberg,Senior Adviser,Norwegian Forum for Environment and Development
4350,Norway,Ms.,Ms. Alice Gaustad,Chief Engineer,Norwegian Environment Agency
4351,Norway,Mr.,Mr. Jon Petter Gintal,Head of Section,Sami Parliament of Norway
4352,Norway,Mr.,Mr. Jon Magnar Haugen,Senior Adviser,Norwegian Ministry of Agriculture and Food
4353,Norway,Ms.,Ms. Bente Herstad,Policy Director,Norwegian Agency for Development Cooperation
4354,Norway,Ms.,Ms. Tone Hertzberg,Senior Adviser,Ministry of Climate and Environment
4355,Norway,Ms.,Ms. Ingrid Hoff,Senior Adviser,Ministry of Finance
4356,Norway,Mr.,Mr. Jens Frølich Holte,State Secretary,Ministry of Foreign Affairs
4357,Norway,Ms.,Ms. Gurminderjit Kaur,Advisor,Norwegian Ministry of Climate and Environment
4358,Norway,Mr.,Mr. Hans Kolshus,Senior Adviser,Norwegian Environment Agency
4359,Norway,Ms.,Ms. Cecilie Christin Kverme,Senior Adviser,Office of the Prime Minister
4360,Norway,Ms.,Ms. Eirin Larsen,Senior Adviser,Office of the Prime Minister
4361,Norway,Mr.,Mr. Per Arne Leland,Bodyguard for the Prime Minister,Norwegian Police Security Service
4362,Norway,Mr.,Mr. Gard Lindseth,Senior Adviser,Ministry of Climate and Environment
4363,Norway,Ms.,Ms. Kathrine Loe Bjoenness,Senior Adviser,Norwegian Environment Agency
4364,Norway,Mr.,Mr. Odd Kristian Netland,Senior Adviser,Ministry of Foreign Affairs
4365,Norway,Ms.,Ms. Sofie Nordvik,Campaign Coordinator,The Norwegian Children and Youth Council
4366,Norway,Mr.,Mr. Jo Randen,Communication Adviser,Ministry of Climate and Environment
4367,Norway,Ms.,Ms. Ane Rostrup Gabrielsen,Senior Adviser,Ministry of Climate and Environment
4368,Norway,Mr.,Mr. Helge Skaara,Ambassador,Norwegian Embassy in Madrid
4369,Norway,Mr.,Mr. Inge Skeie,Deputy Director General,Ministry of Finance
4370,Norway,Ms.,Ms. Frida Linnéa Skjæraasen,Senior Adviser,Ministry of Climate and Environment
4371,Norway,Mr.,Mr. Peer Stiansen,Senior Adviser,Ministry of Climate and Environment
4372,Norway,Ms.,Ms. Tove Stub,Senior Advisor,Ministry of Foreign Affairs
4373,Norway,Mr.,Mr. Stig Oeyvind Uhr,Svenningsen,Ministry of Petroleum and Energy
4374,Norway,Mr.,Mr. Andreas Sørum,Bodyguard for the Prime Minister,Norwegian Police Security Service
4375,Norway,Ms.,Ms. Ragnhild Marie Falkenberg,Valstad,Ministry of Climate and Environment
4376,Norway,Ms.,Ms. Marit Kristine Vea,Political Adviser,Ministry of Climate and Environment
4377,Norway,Ms.,Ms. Sofie Fogstad Vold,Adviser,Ministry of Petroleum and Energy
4378,Oman,H.E. Mr.,H.E. Mr. Mohammed Salim Altobi,Minister,Ministry of Environment and Climate Affairs
4379,Oman,Ms.,Ms. Kifaya Khamis AL Raisi,Ambassador,Ambassador
4380,Oman,Mr.,Mr. Khamis Mohamed Al Zidi,Director,Ministry of Environment and Climate Affairs
4381,Oman,Mr.,Mr. Khalid Hilal AL Toobi,Director,Ministry of Environment and Climate Affairs
4382,Oman,Mr.,Mr. Ibrahim Yaqoob Al Harthi,Managing Head of Detection and Monitoring of Impacts and,Ministry of Environment and Climate Affairs
4383,Oman,Mr.,Mr. Hamad Hamood Al Rahbi,Climate Affairs Technician,Ministry of Environment and Climate Affairs
4384,Oman,Mr.,Mr. Ahmed Said AL Kharusi,Head of the Minister Office,Ministry of Environment and Climate Affairs
4385,Oman,Mr.,Mr. Saud Salim AL-Araimi,Director of International Co-,Ministry of Environment and Climate Affairs
4386,Oman,Mr.,Mr. Mustafa Abdul Redha AL,Lawati,Ministry of Foreign Affairs
4387,Oman,Mr.,Mr. Salim Abdullah AL Qassabi,Head of Committees and Councils,Ministry of Environment and Climate Affairs
4388,Oman,Mr.,Mr. AL Muatasam Mohamed AL,Salami,Ministry of Environment and Climate Affairs
4389,Oman,Mr.,Mr. Mohammed Khalfan Al,Shuaili,Petroleum Development Oman
4390,Oman,Mr.,Mr. Sami Al Nabli Al Arabi,Public Relations Officer,Officer
4391,Oman,Mr.,Mr. Said Mohamed Al Suqri,Petroleum Development Oman,Petroleum Development Oman
4392,Pakistan,Mr.,Mr. Malik Amin Aslam,Federal Minister,Ministry of Climate Change
4393,Pakistan,Mr.,Mr. Aamir Ashraf Khawaja,Federal Secretary,Ministry of Climate Change
4394,Pakistan,Mr.,Mr. Muhammad Irfan Tariq,Director General,Ministry of Climate Change
4395,Pakistan,Mr.,Mr. Khayyam Akbar,Ambassador of Pakistan to Spain,"Embassy of Pakistan, Madrid"
4396,Pakistan,Mr.,Mr. Muhammad Suleyman Khan,Joint Secretary,Ministry of Climate Change
4397,Pakistan,Mr.,Mr. Imran Khan,Assistant Director,Ministry of Climate Change
4398,Pakistan,Mr.,Mr. Saadullah Ayaz,NPM BUR,Ministry of Climate Change
4399,Pakistan,Mr.,Mr. Naveed Ahmed Abbasi,Ministry of Climate Change,Ministry of Climate Change
4400,Pakistan,Mr.,Mr. Umair Ali,"First Secretary, Deputy Head of Mission","Embassy of Pakistan, Madrid"
4401,Pakistan,Mr.,Mr. Nauman Bashir Bhatti,Deputy Head of Mission,Pakistan Embassy Brussels
4402,Pakistan,Ms.,Ms. Kashmala Shahab Kakakhel,NA,NA
4403,Pakistan,Mr.,Mr. Muhammad Imran Khan,Counsellor,Ministry of Foreign Affairs
4404,Pakistan,Mr.,Mr. Ali Waqas Malik,Director (UN),Ministry of Foreign Affairs
4405,Pakistan,Mr.,Mr. Danish Mehmood,"First Secretary, Head of Chancery","Embassy of Pakistan, Madrid"
4406,Palau,Mr.,Mr. Raakook Singeo,First Secretary,Permanent Mission of the Republic of Palau to the United Nations
4407,Palau,Ms.,Ms. Camilla Agnethe Borrevik,Advisor,NA
4408,Palau,Mr.,Mr. Chien-Wang Lee,NA,NA
4409,Palau,Mr.,Mr. Wen-Hao Tien,Advisor,NA
4410,Panama,S.E. Sr.,S.E. Sr. Milciades Abdiel,Concepción,Ministerio de Ambiente
4411,Panama,Mr.,Mr. Manuel Orestes Nieto de Icaza,Ambassador,Embassy of Panama in Spain
4412,Panama,Sra.,Sra. Mirta Estela Benítez Herrera,Directora de Cambio Climático,Ministerio de Ambiente
4413,Panama,Sra.,Sra. Shirley Habiba Binder Zbeda,Directora de Politica Ambiental,Ministerio de Ambiente
4414,Panama,Sra.,Sra. Angie Ivette Blanco Lizarraga,Gerente de Medios Sociales,Ministerio de Ambiente
4415,Panama,Sra.,Sra. Christine Mathilde Brostella,Holever,Embajada de Panama
4416,Panama,Mr.,Mr. Victor Francisco Cadavid,Caballero,Ministerio de Ambiente
4417,Panama,Sr.,Sr. José Julio Casas Maldonado,Director de Costas y Mares,Ministerio de Ambiente
4418,Panama,Mr.,Mr. Iniquilipi Gracilio Chiari,Lombardo,Ministerio de Ambiente
4419,Panama,Sr.,Sr. Antonio Helmut Clemente,Coordinador de Sistemas de,Fundacion MarViva
4420,Panama,Sra.,Sra. Khadin Mari Cossú Herrera,Panamá Agregada,Embajada de Panama
4421,Panama,Sra.,Sra. Vilna Eyra Cuellar,Mondragon,Fundación Natura
4422,Panama,Sra.,Sra. Ana Silvia Domínguez,Jefe de Mitigación,Ministerio de Ambiente
4423,Panama,Sra.,Sra. Verónica Argelis González,Quintero,Ministerio de Ambiente
4424,Panama,Sr.,Sr. Osvaldo Jordan Ramos,Director Ejecutivo,CREHO
4425,Panama,Sr.,Sr. René López Argüelles,Coordinador Comunicaciones,Ministerio de Ambiente
4426,Panama,Sra.,Sra. Ana Carolina Martínez,Quintero,Ministerio de Ambiente
4427,Panama,Sra.,Sra. Ruth Ngolela Byrnes Metzel,Directora Ejecutiva,Proyecto Ecologico Azuero
4428,Panama,Sra.,Sra. Rosa Montañez Gallego,Fundacion Natura Directora,Fundación Natura
4429,Panama,Sra.,Sra. Luz Graciela Morales Maffla,de Calzadilla,NA
4430,Panama,Sra.,Sra. Sara Edhith Omi Casama,Delegada de Pueblos Originarios,Congreso General Emberá de Alto Bayano
4431,Panama,Sr.,Sr. Gustavo Leonardo Padilla,Corro,Ministerio de Ambiente
4432,Papua New Guinea,H.E. Mr.,H.E. Mr. Wera Mori,"Minister of Environment, Conservation and Climate Change",Government of Papua New Guinea
4433,Papua New Guinea,Mr.,Mr. Ruel Yamuna,Managing Director,Government of Papua New Guinea
4434,Papua New Guinea,Mr.,Mr. Kevin Conrad,Executive Director,Coalition for Rainforest Nations
4435,Papua New Guinea,Sra.,Sra. Federica Bietta,Managing Director,Coalition for Rainforest Nations Secretariat
4436,Papua New Guinea,Mr.,Mr. Alfred Rungol,a/General Manager,Climate Change and Development Authority
4437,Papua New Guinea,Mr.,Mr. Stanley John Wapot,Program Manager,Melanesian Spearhead Group
4438,Papua New Guinea,Ms.,Ms. Seline Leo-Lohia,Climate Change and Development,Government of Papua New Guinea
4439,Papua New Guinea,Ms.,Ms. Luanne Losi Yawingu,Climate Change and Development,Climate Change and Development Authority
4440,Papua New Guinea,Mr.,Mr. Paul Chung,Chief Operating Officer,Coalition for Rainforest Nations Secretariat
4441,Papua New Guinea,Ms.,Ms. Debra Sungi,"Policy Analyst, International",Climate Change and Development Authority International Relations
4442,Papua New Guinea,Mr.,Mr. Bonaventure Hasola,Technical Adviser,Government of Papua New Guinea
4443,Papua New Guinea,Mr.,Mr. Rabbie Lalo,PNG Forest Authority,Government of Papua New Guinea
4444,Papua New Guinea,Ms.,Ms. Eunice Dus,Senior REDD+ Policy Analyst,REDD+ and Mitigation Division
4445,Papua New Guinea,Ms.,Ms. Sonia Baine,Climate Change and Development,Government of Papua New Guinea
4446,Papua New Guinea,Ms.,Ms. Apeame More,Research Officer,PNG Science and Research Technology Secretariat
4447,Papua New Guinea,Mr.,Mr. Eduardo Enrique Reyes,Guerrero,Consejo Nacional para el Cambio Climático y el Mecanismo de Desarrollo Limpio
4448,Papua New Guinea,Ms.,Ms. Kathy Benini,Coaliation of Rainforest Nations,Government of Papua New Guinea
4449,Papua New Guinea,Ms.,Ms. Tauni Kristine Berger,Coaliation of Rainforest,Government of Papua New Guinea
4450,Papua New Guinea,Mr.,Mr. Leonardo Massai,Legal Advisor,Coalition for Rainforest Nations
4451,Papua New Guinea,Ms.,Ms. Alexa Cecelia Schatzmann,Coaliation of Rainforest Nations,Government of Papua New Guinea
4452,Papua New Guinea,Mr.,Mr. Diego Rene Velasquez,Corredor,Government of Papua New Guinea
4453,Papua New Guinea,Mr.,Mr. Emilio Luis Sempris Ceballos,Political Advisor,CfRN
4454,Papua New Guinea,Ms.,Ms. Nathalie Maria Flores,Gonzalez,CfRN
4455,Papua New Guinea,Ms.,Ms. Ines Adele Juliette Rodier,Technical Advisor,CfRN
4456,Papua New Guinea,Mr.,Mr. Daniel Alcalde Guelfo,Coaliation of Rainforest Nations,Government of Papua New Guinea
4457,Papua New Guinea,Mr.,Mr. Peter Donald Boyd,Coaliation of Rainforest Nations,Government of Papua New Guinea
4458,Papua New Guinea,Mr.,Mr. Christian Lohberger,Climate Change and Development,Government of Papua New Guinea
4459,Papua New Guinea,Mr.,Mr. Schmidt Wiktor Lukasz,Coaliation of Rain Forest Nations,Government of Papua New Guinea
4460,Paraguay,S.E. Sr.,S.E. Sr. Ariel Oviedo,Ministro,Ministerio de Ambiente y Desarrollo Sostenible
4461,Paraguay,Sr.,Sr. Ulises Pedro Antonio Lovera,Gaona,Ministerio de Ambiente y Desarrollo Sostenible
4462,Paraguay,Sr.,Sr. Eduardo Jose Von Glasenapp,Candia,Ministerio de Relaciones Exteriores - Paraguay
4463,Paraguay,Sr.,Sr. Hipolito Acevei Guainer,Federación por la Auto,Federación por la Auto Deteminacion de los Pueblos Indigenas
4464,Paraguay,Ms.,Ms. Lilian Marcela Afara Corrales,Embajada de Paraguay en Madrid,Embajada de Paraguay en Madrid
4465,Paraguay,Sr.,Sr. Juan Eudes Afara Maciel,Senador de la Nación,Cámara de Senadores
4466,Paraguay,Sra.,Sra. Maria Eugenia Teresa,Alderete Corvalan,Itaipu Binacional
4467,Paraguay,Mr.,Mr. Oscar Alvarez Notario,Ministerio del Ambiente y,Ministerio del Ambiente y Desarrollo Sostenible
4468,Paraguay,Sr.,Sr. Humberto Ariel Colman,Castillo,Ministerio de Hacienda
4469,Paraguay,Ms.,Ms. Liz Haydee Coronel Correa,Embajada de Paraguay en Madrid,Embajada de Paraguay en Madrid
4470,Paraguay,Sr.,Sr. Oscar Nicanor Duarte Frutos,Director de la Entidad Binacional,Entidad Binacional Yacyreta
4471,Paraguay,Sr.,Sr. Ever Alexander Florentin,Benitez,Consultado General del Paraguay en Madrid
4472,Paraguay,Ms.,Ms. Milce Maria Celestina,Florentin Quiñonez,Ministerio de Defensa Nacional
4473,Paraguay,Sr.,Sr. Miguel Angel Gomez Acosta,Director de Coordinación,Itaipu Binacional
4474,Paraguay,Sr.,Sr. Jorge Daniel Gonzalez Delgado,Dirección General de Enlace,Secretaría Técnica de Planificación del Desarrollo Económico y Social
4475,Paraguay,Sr.,Sr. Walter Enrique Harms,Cespedes,Cámara de Diputados
4476,Paraguay,Sr.,Sr. Walter Maximiliano Harms,Vergara,NA
4477,Paraguay,Sr.,Sr. Hans Albert Hellman Degli,Uberti,Ministerio del Ambiente y Desarrollo Sostenible
4478,Paraguay,Sr.,Sr. Hilario José Hermosa Alfonso,Itaipu Binacional,Itaipu Binacional
4479,Paraguay,Sra.,Sra. Adriana María Insfran Fretes,NA,NA
4480,Paraguay,Sr.,Sr. Bruno Eduardo Jaen Bohorques,Caballero,Itaipu Binacional
4481,Paraguay,Mr.,Mr. Blas Lanzoni Achinelli,Senador de la Nación,Cámara de Senadores
4482,Paraguay,Sr.,Sr. Jose Heliodoro Maciel Jara,Agencia Financiera de Desarrollo,Agencia Financiera de Desarrollo
4483,Paraguay,Sra.,Sra. Lourdes Mónica Miranda,Jordán,Ministerio de Relaciones Exteriores
4484,Paraguay,Sra.,Sra. Nora Clotilde Paez Ortiz,Jefa de Departamento de,Secretaría del Ambiente
4485,Paraguay,Mr.,Mr. Lourdes Alfredo Penzzi,Lesme,Ministerio del Ambiente y Desarrollo Sostenible
4486,Paraguay,Sra.,Sra. Zulma Elizabeth Peralta de,Acosta,Ministerio de Defensa Nacional
4487,Paraguay,Sra.,Sra. Adriana Antonella Piacentini,Orrego,Ministerio de Ambiente y Desarrollo Sostenible
4488,Paraguay,Sr.,Sr. Oscar Ignacio Rodas Insfran,Comisión Nacional de Defensa de,Asesor de la Delegacion
4489,Paraguay,Sr.,Sr. Cirilo Alfonzo Romero Correa,Entidad Binacional Yacyreta,Entidad Binacional Yacyreta
4490,Paraguay,Sr.,Sr. Angel Amin Saua Vila,Entidad Binacional Yacyreta,Entidad Binacional Yacyreta
4491,Paraguay,Sr.,Sr. Pastor Emilio Soria Melo,Diputado Nacional,Camara de Diputados
4492,Paraguay,Sr.,Sr. Alejandro Makoto Takahasi,Alvarez,Entidad Binacional Yacyreta
4493,Paraguay,Sr.,Sr. David Marco Aurelio Torres,Benitez,Instituto Forestal Nacional
4494,Paraguay,Sra.,Sra. Lucia Maria del Rocio Vely,Lacognata,Administración Nacional de Electricidad
4495,Peru,S.E. Sra.,S.E. Sra. Fabiola M. Muñoz,Dodero,Ministerio del Ambiente
4496,Peru,Mr.,Mr. Gabriel Quijandría Acosta,Viceminister of Strategic,Ministry of the Environment
4497,Peru,Ms.,Ms. Laura Secada Daly,Directora General de Cambio,Ministerio del Ambiente
4498,Peru,Ms.,Ms. Silvia Cristina Rodriguez,Valladares,Ministerio del Ambiente
4499,Peru,Sra.,Sra. Maria Angélica Rondón,Mestanza,Ministerio del Ambiente
4500,Peru,Mr.,Mr. Lorenzo Alejandro Eguren,Ciurlizza,Cambio Climático
4501,Peru,Ms.,Ms. Carmen Arias,Sub Directora de Asuntos,Ministerio de Relaciones Exteriores
4502,Peru,Mr.,Mr. Marco Balarezo,Director General de Asuntos,Ministerio de Relaciones Exteriores
4503,Peru,Mr.,Mr. Miguel Samanéz Bendezú,Director de Medio Ambiente,Ministerio de Relaciones Exteriores
4504,Peru,Sr.,Sr. Manuel Enrique García-Rosell,Rodríguez,Ministerio del Ambiente
4505,Peru,Sra.,Sra. Silke Yordanka Campos,Conde,Ministerio del Ambiente
4506,Peru,Sra.,Sra. Berioska Quispe Estrada,Especialista para el,Ministerio del Ambiente
4507,Peru,Sra.,Sra. Nathaly Cristina Abadía,Salinas,Ministerio del Ambiente
4508,Peru,Ms.,Ms. Jenny Elizabeth Chimayco,Ortega,Ministerio del Ambiente
4509,Peru,Sr.,Sr. Rodrigo Alvites Pastor,Monitoring and Evaluation,MINAM
4510,Peru,Ms.,Ms. Jessica Mercedes Huertas,Campoverde,Ministerio del Ambiente
4511,Peru,Ms.,Ms. Angela María Acevedo,Huertas,Ministerio de Cultura
4512,Peru,Mr.,Mr. Oscar Ramiro Altamirano,Quispe,Gobierno Regional Amazonas
4513,Peru,Ms.,Ms. Laura Maribel Avellaneda,Huamán,Ministerio de Agricultura y Riego
4514,Peru,Ms.,Ms. Ernesto Fabio Bazán Alguiar,Ejecutivo de Inversiones del Sector,Ministerio de Economía y Finanzas
4515,Peru,Mr.,Mr. Pedro Bogarin Vargas,Gobernador Regional,Gobierno Regional de San Martín
4516,Peru,Mr.,Mr. Luis Augusto Briceño Jara,Gerente General Regional,Gobierno Regional de Huánuco
4517,Peru,Mr.,Mr. Javier David Campos Gavilán,Director General de Eficiencia,Ministerio de Energía y Minas
4518,Peru,Ms.,Ms. Paula Rosa Carrión Tello,Viceministra de Políticas Agrarias,Ministerio de Agricultura y Riego
4519,Peru,Ms.,Ms. Sofía Castro Salvador,"Investigadora, docente",Pontificia Universidad Católica del Perú
4520,Peru,Ms.,Ms. Sandra Paola Chiri Vargas,Estudiante de Maestría,Universidad de Yale- Escuela de Estudios Ambientales y Forestales
4521,Peru,Ms.,Ms. Andrea Paola Cuba Plaza,City Councilor,IRD Lima
4522,Peru,Ms.,Ms. Lucy Donatta Cudeña Rengifo,Consultor,Mecanismos de Desarrollo Alternos - MDA
4523,Peru,Mr.,Mr. Claudio De la Puente Ribeyro,Embajador,Ministerio de Relaciones Exteriores
4524,Peru,Ms.,Ms. María Sol Delgado Ayca,Segunda Secretaria,Ministerio de Relaciones Exteriores
4525,Peru,Ms.,Ms. Lorena Magaly Durand,Vivanco,NA
4526,Peru,Mr.,Mr. Samuel Edward Dyer,Ampudia,Ucayali
4527,Peru,Mr.,Mr. Jorge Ivo Ferreyra Ayllón,Realizador audiovisual,Circus Grey
4528,Peru,Mr.,Mr. Víctor David Galarreta,Encinas,Mecanismos de Desarrollo Alternos - MDA
4529,Peru,Mr.,Mr. Antonio García Revilla,Embajador,Ministerio de Relaciones Exteriores
4530,Peru,Ms.,Ms. Elvira Gómez Rivero,Directora General de Información,General
4531,Peru,Ms.,Ms. Lucy Silvia Henderson,Palacios,NA
4532,Peru,Mr.,Mr. Ernesto Wlater Heredia,Martínez,Gobierno Regional de Madre de Dios
4533,Peru,Mr.,Mr. Alejandro Hesse Martínez,Gerente de Medio Ambiente,Municipalidad de San Borja
4534,Peru,Mr.,Mr. Luis Guillermo Hidalgo,Okimura,Gobierno Regional de Madre de Dios
4535,Peru,Ms.,Ms. Lourdes Huanca Atencio,NA,NA
4536,Peru,Mr.,Mr. Carlos Adrian Linares,Peñaloza,NA
4537,Peru,Ms.,Ms. María Laura López León,Analista en Economía,Ministerio de Economía y Finanzas
4538,Peru,Mr.,Mr. Edwin Pedro Mansilla,Ucañani,Gobierno Regional del Cusco
4539,Peru,Mr.,Mr. Mirco Henrry Miranda Sotil,Jefe de Gabinete de Asesores,Ministerio de Agricultura y Riego
4540,Peru,Mr.,Mr. Elisban Ochoa Sosa,Gobernador Regional,Gobierno Regional de Loreto
4541,Peru,Mr.,Mr. Guillermo Alejandro Pardavé,Reto,Ministerio de Relaciones Exteriores
4542,Peru,Ms.,Ms. Natalia Pena Mendiola,Productora,Circus Grey
4543,Peru,Mr.,Mr. Eduardo Miguel Hilarión,Pérez del Solar Marcenaro,Ministerio de Relaciones Exteriores
4544,Peru,Mr.,Mr. Francisco Antonio Pezo,Torres,Gobernador Electo Ucayali
4545,Peru,Ms.,Ms. Paola Cristina Ramos,Meléndez,Universidad Complutense de Madrid
4546,Peru,Ms.,Ms. Izabela Renata Szasz,Camarógrafa,Circus Grey
4547,Peru,Mr.,Mr. Segundo Fausto Roncal,Vergara,"Ministerio de Vivienda, Construcción y Saneamiento"
4548,Peru,Ms.,Ms. Gabriela Teófila Rosas,Benancio,Servicio Nacional de Meteorología e Hidrología
4549,Peru,Mr.,Mr. Willy German Salazar Meier,Primer Secretario,Ministerio de Relaciones Exteriores
4550,Peru,Ms.,Ms. Milagros Sandoval Díaz,Directora Regional de Cambio,Conservación Internacional
4551,Peru,Mr.,Mr. Víctor Humberto Santillán,Leiba,Ministerio del Ambiente
4552,Peru,Mr.,Mr. Daniel Schmerler Vainstein,Presidente del Consejo Directivo,Osinergmin
4553,Peru,Mr.,Mr. Claudio Albert Schneider,Negib,Senior Conservación Internacional
4554,Peru,Ms.,Ms. Karla Mariela Urdiales,Adrianzén,Ministerio del Ambiente
4555,Peru,Mr.,Mr. Héctor Gerardo Valcárcel,Toullier,Mancomunidad Amazónica
4556,Peru,Ms.,Ms. Paola Nilda Vásquez Zuñiga,Sub Gerente de Desarrollo,Municipalidad Distrital de Lares
